feature_name,seed_phrase,weight
Location,paddington train station,0.3186
Comfort,british air,0.4233
Location,station underground,0.3524
Location,tube station lancaster,0.4016
Location,nice tube station,0.1008
Comfort,small room small,0.2777
Location,located nice area,0.3559
Comfort,nice double room,0.5118
Location,paddington station location,0.6699
Comfort,room small london,0.3059
Price,avoid costs,-0.2944
Service,calls reception,-0.1990
Location,station underground station,0.4489
Location,friendly location great,0.7404
Comfort,room room awful,-0.4719
Location,paddington station minutes,0.1214
Comfort,rooms shown,0.2902
Comfort,air conditioner air,-0.4008
Comfort,back hotel room,0.0645
Service,reception staff seemed,0.2942
Service,reception staff incompetent,-0.6754
Service,worth reception staff,0.0861
Location,short walk hyde,0.2603
Comfort,double room rooms,0.5810
Service,courteous staff reception,0.1516
Comfort,room cot,0.0047
Location,tube stations lancaster,0.7500
Comfort,good sleep,0.5207
Location,walk tube hotel,0.1359
Location,tube station fact,0.1549
Service,nice friendly staff,0.8378
Location,convenient tube buses,0.2862
Comfort,room move bed,-0.2985
Location,rail tube stations,0.4211
Service,overall front desk,0.4279
Service,staff rude always,-0.5221
Location,distance paddington tube,0.0531
Comfort,single room quite,0.2413
Location,bayswater queensway tube,0.5843
Location,queensway tube,0.3408
Service,service service good,0.3536
Comfort,bed single,0.2295
Location,queensway tube station,0.3542
Service,staff could friendlier,0.1399
Location,walk two tube,0.6168
Location,short walk two,0.6705
Location,tube stations therefore,0.3614
Comfort,rooms small air,0.1582
Comfort,single rooms small,0.4905
Location,great tube stations,0.8491
Location,tube stations kensington,0.6381
Comfort,room small basic,0.5169
Comfort,small hotel rooms,0.3768
Service,staff fine,0.4766
Location,station queensway,0.2061
Comfort,room heated,0.1508
Location,short walk bayswater,0.2874
Comfort,beds instead double,0.2257
Location,loft area,0.3027
Location,near tube stations,0.7152
Location,different tube,0.2693
Location,two different tube,0.1623
Location,bayswater area,0.4022
Price,values price,0.7945
Location,convenient tube stations,0.6483
Location,tube stations shops,0.6563
Comfort,air conditioning hotel,-0.1756
Location,queensway station,0.1094
Location,bayswater underground station,0.1887
Location,stations near,0.0051
Location,tube stations near,0.7002
Location,area close tube,0.7070
Service,code front desk,0.3162
Location,stations lots,0.3206
Service,reception area bar,0.5217
Location,reception area bar,0.5217
Service,free reception desk,0.8701
Location,good location tube,0.6373
Comfort,bed night,0.2803
Price,london price,0.3395
Comfort,third bed,-0.0078
Comfort,lack air conditioning,-0.1349
Location,tube stations hyde,0.5772
Comfort,rooms family rooms,0.7696
Comfort,rooms family,0.4028
Location,across tube station,0.4257
Location,station real,0.5178
Location,tube station real,0.7175
Location,stayed area,0.0530
Cleanliness,warm clean,0.7705
Comfort,breakfast room quite,0.7047
Location,tube stations bayswater,0.5261
Location,stations bayswater,0.3232
Location,queensway bayswater tube,0.2472
Comfort,room smallest ever,0.3131
Location,location near bayswater,0.6441
Comfort,room overlooking square,0.5792
Service,reception staff rooms,0.3329
Price,deal price well,0.5482
Location,location convenient easy,0.7638
Price,value budget price,0.8146
Location,location tube stops,0.7359
Location,excellent location tube,0.6880
Comfort,inferior room room,-0.0701
Location,bayswater tube stop,-0.1129
Location,located tube stations,0.4535
Comfort,rooms small breakfast,0.1872
Location,proximity tube stations,0.6747
Location,station victoria station,0.2913
Location,tube stations paddington,0.6054
Location,convenient bayswater tube,0.2611
Price,lobby fee,-0.0312
Location,area around hotel,0.3271
Location,convenient tube bus,0.5719
Cleanliness,bathroom spotless clean,0.5580
Service,kept staff helpful,0.7235
Comfort,guests room room,0.4575
Comfort,room room sleep,0.4450
Comfort,rooms bigger rooms,0.4629
Price,charge high price,-0.4449
Comfort,room however room,0.0902
Price,rate gbp,0.4301
Comfort,room fan,0.4885
Comfort,room fan room,0.4830
Location,accessible tube station,0.6785
Location,tube station three,0.3284
Service,good staff front,0.7835
Location,great able walk,0.7698
Location,convenient theatres,0.4090
Service,thank manager staff,0.8314
Service,member staff check,-0.1744
Comfort,feel room room,-0.2572
Comfort,room broken air,-0.4767
Service,staff reception excellent,0.6914
Comfort,premier double room,0.5120
Service,reception staff upgraded,0.7226
Service,reception desk bit,0.1533
Service,reception staff going,0.3567
Service,reception staff arrival,0.3592
Location,swiss cottage tube,0.3241
Location,cottage tube,0.3207
Location,cottage tube station,0.2998
Comfort,double room spacious,0.5088
Location,london tube station,0.5045
Price,prices london,0.3866
Comfort,beds firm room,0.8059
Comfort,rooms ok beds,0.8824
Location,tube safe location,0.8260
Comfort,two double rooms,0.2197
Location,neighborhood close tube,0.6527
Location,tube station finchley,0.2699
Service,location staff front,0.4487
Location,convenient location sightseeing,0.4781
Location,tube station means,0.5153
Service,nice helpful staff,0.8198
Location,tube station boots,0.3044
Location,location right gloucester,0.7150
Location,location tube nearby,0.4911
Service,manager staff really,0.3561
Location,convenience tube station,0.5930
Comfort,room room bed,0.1760
Comfort,rooms tiny noisy,0.3352
Comfort,hotel air conditioning,-0.0503
Comfort,noise road,-0.0861
Location,station express,0.1569
Location,station express train,0.2864
Location,convenient paddington station,0.3717
Service,reception staff surly,-0.0724
Location,station walk blocks,-0.1077
Location,paddington station walk,0.0434
Comfort,window room air,0.2757
Location,distance buckingham palace,0.3490
Location,distance buckingham,0.3618
Location,victoria station train,0.3589
Location,station train,0.3549
Location,victoria coach station,0.2817
Location,distance victoria,0.3588
Location,victoria station anywhere,0.1687
Location,station anywhere,0.2002
Location,min walk victoria,0.2314
Location,victoria area,0.3221
Service,staff desk exceptionally,0.7004
Comfort,room away street,0.0612
Location,location victoria station,0.1693
Service,staff reception made,0.5081
Location,walk victoria tube,0.5929
Location,victoria tube station,0.4967
Service,fact front desk,0.1368
Comfort,room luggage room,0.3270
Price,value london price,0.7955
Location,baker street station,0.1815
Comfort,room taken room,0.0312
Location,tube station value,0.7899
Comfort,single room double,0.4098
Comfort,room rather small,0.4083
Comfort,separate room bed,0.3627
Service,service helpful asked,0.4412
Comfort,toilet room bed,-0.0658
Location,great area tube,0.8192
Comfort,rooms poor,-0.2745
Location,stations hyde,0.4158
Location,stations hyde park,0.4158
Service,front staff helpful,0.5296
Location,hyde park tube,0.4949
Comfort,room advertised room,-0.4819
Service,reception desk check,0.3843
Service,reception desk couple,-0.3239
Service,staff fairly,0.2040
Comfort,side bed room,0.1945
Service,staff nothing,0.0756
Service,unfriendly staff,-0.2566
Service,unfriendly staff reception,0.3267
Service,staff reception would,0.1135
Comfort,room directly facing,-0.0601
Price,price gbp,0.0066
Comfort,ask room front,0.2384
Service,staff friendly enough,0.5055
Comfort,rooms tiny clean,0.4258
Location,bus tube station,0.3009
Location,tube station regular,0.8225
Location,closest tube,0.0789
Service,girl reception desk,0.3360
Service,friendly staff good,0.8388
Location,excellent tube station,0.7218
Location,distance tube bus,0.7053
Location,wonderful tube station,0.5719
Comfort,room forced room,-0.5627
Service,desk staff happy,0.5833
Service,reception area quite,0.1269
Location,reception area quite,0.1269
Comfort,room around room,0.1700
Location,tube station heavy,0.1272
Location,tube station either,0.5469
Location,street tube stop,0.0680
Location,distance oxford,0.5189
Location,distance oxford street,0.5333
Comfort,room room fine,0.2676
Comfort,day room room,0.4550
Location,tube holborn tube,0.6995
Comfort,rooms tiny air,-0.1071
Comfort,bed twin room,0.4203
Cleanliness,brown stains,0.1089
Location,tube stations good,0.1369
Comfort,switch rooms rooms,-0.5997
Comfort,room room ground,-0.1990
Service,staff helpful gave,0.6217
Comfort,room rooms stayed,0.2318
Service,inn staff helpful,0.7712
Comfort,room cold windows,-0.5823
Location,manor tube station,0.1689
Comfort,room family rooms,-0.0040
Location,paddington station tube,0.5324
Location,minute walk hyde,0.5157
Location,station several tube,0.3487
Location,paddington station convenient,0.2133
Comfort,room bed linen,0.1835
Comfort,room left room,0.1446
Location,paddington station underground,0.3686
Service,reception staff member,0.3928
Price,value money london,0.6774
Comfort,request room back,-0.1057
Service,reception open,0.2187
Comfort,noise street rooms,0.1094
Location,station walk straight,0.2209
Service,impressed reception service,0.5011
Service,decent staff helpful,0.5500
Price,terrific value price,0.6705
Comfort,rooms air condition,0.2382
Comfort,small double room,0.3843
Location,decent walk tube,0.1714
Service,welcome desk staff,0.6587
Location,distance many areas,0.6665
Location,tube stations stops,0.0920
Location,chalk farm tube,0.3214
Location,farm tube,0.3214
Location,walk regents park,0.3816
Location,walk regents,0.3816
Location,choice tube stations,0.3370
Comfort,problem bed room,0.0913
Location,farm tube station,0.4441
Location,neighborhood minute walk,0.6249
Cleanliness,dirty bed,-0.7376
Comfort,stay room sleep,0.3629
Cleanliness,clean tidy warm,0.6388
Location,tube station enter,0.0862
Location,centre tube station,0.7445
Location,centre tube,0.7216
Comfort,room stuffy,0.0044
Location,wharf tube,0.1940
Location,canary wharf tube,0.2170
Location,wharf tube station,0.2996
Location,stop tube,0.0182
Comfort,camp bed,0.0308
Service,clipper service,0.6465
Location,dlr tube,0.6213
Service,ok reception staff,0.4283
Comfort,iron room,0.1149
Comfort,beds family room,0.6000
Location,train tube,0.2542
Location,canary wharf area,0.2538
Location,wharf area,0.3234
Location,location canary wharf,0.4893
Location,location canary,0.4893
Location,tube station docklands,0.3841
Location,walk canary wharf,0.1075
Location,walk canary,0.1075
Location,tube canary wharf,0.4749
Location,tube canary,0.4749
Service,manager advised,-0.3853
Comfort,bed squeaked,0.3076
Service,beautiful reception staff,0.8815
Service,ask staff,0.2700
Comfort,room rather room,0.7048
Comfort,bed two singles,-0.0537
Location,docklands area,0.3221
Service,terms staff,0.0366
Comfort,room worked well,0.6320
Service,quality service staff,0.2994
Comfort,outside room noise,0.1157
Comfort,room noise would,-0.0482
Comfort,room problem noise,-0.0508
Location,wharf station,0.2912
Location,canary wharf station,0.1757
Location,dlr station,0.3145
Service,terrible service front,-0.0971
Service,staff completely,-0.0650
Service,staff appeared,0.0074
Comfort,room consisted two,0.3075
Location,station jubilee,0.2696
Location,station jubilee line,0.3031
Location,quay dlr station,0.3271
Service,staff rude could,-0.4989
Price,charge full rate,-0.1075
Location,wharf underground station,0.2083
Service,staff rude manager,-0.7480
Service,staff standing,0.1287
Location,tube station pretty,0.6769
Comfort,room hot ac,0.2625
Location,tube walk,0.4629
Location,tube subway station,0.3120
Comfort,excellent rooms rooms,0.8131
Location,mayfair location,0.4603
Location,location mayfair,0.6464
Service,young staff helpful,0.6511
Price,hotel worth cost,0.7745
Location,tube station euston,0.3261
Location,luggage area,0.3533
Location,near bayswater tube,0.4855
Comfort,bed breakfast,0.3366
Comfort,sit bed,0.0302
Comfort,power room,0.0379
Location,walk tubes,0.3698
Service,reception desk people,-0.3583
Service,stairs reception desk,-0.2172
Service,friendly staff clean,0.8599
Comfort,room named,0.3958
Comfort,prepared small room,0.3630
Comfort,room directly hotel,0.6449
Comfort,stayed double room,0.2724
Location,station hyde,0.5171
Location,station hyde park,0.5180
Service,front desk exceptionally,0.6713
Location,location tube stations,0.4635
Comfort,quiet room air,0.8830
Location,stations nearby,0.4024
Location,tube station side,0.3993
Comfort,room adults,0.1444
Service,reception staff experience,0.0951
Service,satellite reception,-0.2726
Location,tube stations less,0.1928
Location,tube stations really,0.3813
Location,small location,0.6937
Comfort,noise room turned,0.0663
Service,staff desk restaurant,0.7594
Location,walk neighborhoods,0.4978
Location,tube stations shorter,0.3568
Comfort,room clean rooms,0.5268
Location,location convenient min,0.7014
Location,neighborhood safe convenient,0.5089
Location,tube stations couple,0.1738
Comfort,room bed desk,0.6827
Comfort,tiny room bed,0.6415
Location,tube station food,0.4750
Comfort,beds uncomfortable mattresses,-0.5011
Location,tube stations make,0.7625
Location,location knightsbridge,0.4178
Location,sloane square tube,0.5505
Location,hotel prime location,0.4153
Location,knightsbridge tube,0.1602
Service,richard front desk,0.3857
Location,location harrods,0.4430
Location,location perfect area,0.7171
Comfort,room allocated,0.2154
Comfort,tiny bed,0.0977
Comfort,first room room,-0.4737
Service,impression staff,0.4328
Location,tube stations bus,0.4159
Service,staff reception professional,0.7590
Comfort,rooms upper,0.3502
Service,reception staff first,0.4839
Service,side reception staff,0.4496
Service,reception staff kind,0.8289
Service,weekend reception staff,0.7253
Comfort,room confortable beds,0.6786
Service,clean modern staff,0.6632
Service,modern staff,0.6795
Location,tube station avoid,0.0996
Comfort,room price room,-0.1230
Service,front desk whenever,0.1132
Comfort,bed tiny,0.2284
Location,corner paddington station,0.3118
Location,location close paddington,0.5098
Comfort,order air room,-0.3523
Comfort,air room decided,0.0440
Location,block paddington station,-0.0621
Location,convenient paddington,0.4756
Service,reception staff functional,-0.3266
Service,staff nice breakfast,0.7758
Comfort,rooms small london,0.2891
Location,location tube main,0.6023
Location,near paddington station,0.4293
Service,staff alex,0.4657
Location,tube station number,0.2252
Location,area convenient paddington,0.0976
Service,okay staff helpful,0.6461
Location,area tons,0.6084
Comfort,room private,0.3045
Comfort,room shared bathroom,0.4033
Comfort,room private bathroom,0.3270
Comfort,bed room full,0.4717
Comfort,room full bed,0.2804
Comfort,rooms breakfast,0.4669
Location,station stations,0.5568
Comfort,rooms never,0.3133
Comfort,bed sheets,0.1952
Location,tube min walk,0.6154
Comfort,room sink room,0.5516
Comfort,rooms three rooms,0.3023
Comfort,change rooms room,0.1073
Location,station tube lines,0.4896
Comfort,noise rooms could,-0.0885
Comfort,room days room,0.7447
Location,tube station every,-0.0189
Location,excellent location near,0.3500
Location,padington tube station,0.6794
Service,sort reception staff,0.8256
Comfort,rooms old room,0.3334
Location,location simply,0.4124
Comfort,mattress bed,0.0936
Cleanliness,clean well presented,0.7201
Service,self service staff,0.3864
Service,service staff hand,0.4631
Location,pimlico tube stations,0.6664
Comfort,room expecting room,0.3469
Location,basement area,0.2305
Location,couple tube stations,0.5960
Service,reception staff asked,0.1846
Comfort,pipe room,-0.1676
Location,stations walking distance,0.5857
Location,stations walking,0.5857
Service,staff service poor,-0.5607
Location,location little walk,0.5272
Service,maid service reception,0.0944
Comfort,room swing,-0.0437
Service,reception helpful could,0.0076
Comfort,room bed bugs,0.0078
Service,start staff helpful,0.2722
Location,distance tube victoria,0.8231
Location,aldgate tube,0.1774
Location,stop tube station,0.1116
Location,tube station small,0.3493
Location,aldgate tube station,-0.0389
Location,tube station metres,0.4011
Location,aldgate station,0.0654
Service,check service efficient,-0.0070
Location,min walk tower,0.6178
Price,fraction price,0.4028
Location,tube stations located,0.4296
Comfort,turn air room,0.3664
Comfort,rooms air con,0.1996
Comfort,air con working,-0.1010
Location,walk liverpool tube,0.4178
Location,tube station sight,0.6075
Comfort,rooms main building,0.2909
Location,charing cross tube,0.2643
Location,distance theatres,0.5301
Location,cross underground station,0.3793
Location,tube station case,0.2135
Location,charing cross station,0.2598
Location,quick tube,0.4350
Comfort,room tea,0.5682
Service,staff helpful arranged,0.4980
Location,distance covent garden,0.4121
Location,distance covent,0.3895
Location,cross rail station,0.2057
Location,tube ride,0.3504
Location,walk trafalgar,0.3436
Location,location central london,0.4558
Location,walk trafalgar square,0.2819
Location,excellent location central,0.4627
Service,travel service,0.4147
Location,door tube station,0.1982
Location,tube station opposite,0.3502
Location,square area,0.3249
Location,hotel location central,0.2126
Location,next station,0.5216
Location,walk strand,0.4838
Location,garden short walk,0.4614
Service,staff bar rude,-0.5598
Service,rude reception,-0.4840
Service,reception checked,0.3811
Price,hotels price range,0.3624
Location,embankment tube,0.2200
Location,cross station area,0.5705
Location,tube right,0.2450
Service,staff excellent breakfast,0.8443
Location,tube station dont,0.5893
Service,hotel lovely staff,0.8383
Service,lovely staff friendly,0.8858
Location,embankment station,0.3148
Service,reception helpful asked,0.5131
Comfort,room straight away,0.4165
Comfort,room straight,0.4106
Location,tube station access,0.6650
Location,station next hotel,0.0864
Comfort,noise either,0.0452
Location,location strand,0.3548
Location,embankment tube station,0.3846
Comfort,room sixth floor,0.2696
Comfort,public rooms,0.5287
Comfort,room quite clean,0.7594
Location,hotel station,0.3979
Location,hotel location fantastic,0.5505
Service,service courteous helpful,0.7479
Location,quick tube ride,0.3651
Location,next train station,0.3158
Comfort,noise room well,0.8616
Comfort,much smaller room,-0.0152
Comfort,noise room facing,0.2951
Comfort,room small american,0.2479
Location,top train station,0.1030
Comfort,hotel room london,0.1333
Service,amusement reception staff,0.3241
Location,cross tube stop,-0.2181
Location,loved hotel location,0.6542
Location,tube station adjacent,0.4797
Location,embankment tube stop,-0.2113
Service,desk staff pointed,0.8142
Price,rate really,0.8299
Location,tube station airport,0.0722
Location,tube station serves,0.5098
Service,hotel staff polite,0.5811
Comfort,hotel room ready,0.0123
Comfort,pillows extra pillows,0.2318
Location,victoria station bus,0.3882
Location,top tube station,0.5218
Location,tube station strand,0.5164
Location,tube station embankment,0.4021
Location,embankment tube stations,0.4747
Location,excellent location close,0.6171
Location,walk embankment tube,0.4004
Location,train station tube,0.2379
Service,immaculate staff helpful,0.5384
Location,tube station ca,0.2136
Service,staff service rooms,0.6286
Service,perfect staff service,0.7521
Location,london tube stations,0.3217
Service,staff reception great,0.7235
Comfort,noise room comfortable,0.6704
Location,distance tube stop,0.1859
Comfort,rooms extremely small,0.0301
Location,station coach station,0.5106
Comfort,bed pushed,0.0258
Location,location minutes victoria,0.4009
Location,location near victoria,0.5634
Location,right victoria station,0.2858
Location,station amp,0.5007
Service,internet reception,0.4254
Location,location close victoria,0.5458
Location,victoria station area,0.3490
Location,price central location,0.4389
Price,price central location,0.4389
Comfort,basket room,0.4492
Location,victoria station also,0.5625
Location,proximity victoria station,0.3781
Service,loan front desk,0.6865
Service,front desk along,0.0109
Location,victoria station makes,0.5746
Location,station makes,0.3785
Location,station second walk,0.3809
Location,station quiet neighborhood,0.1883
Location,tube stations buckingham,0.5606
Comfort,room wet room,0.4952
Location,tube station felt,0.5052
Location,green tube station,0.4463
Location,green tube,0.0403
Service,bad reception desk,-0.3166
Location,location convenient public,0.4159
Comfort,room stylish,0.4187
Location,tube station across,0.3446
Service,front desk ok,-0.1561
Service,find staff,0.5928
Service,staff friendly would,0.7470
Price,breakfast costs,0.3310
Comfort,allocated room,0.2474
Comfort,room room right,-0.0494
Comfort,room returned,0.3421
Service,reception staff checked,0.4484
Location,station district line,0.2683
Service,reception staff without,0.8087
Comfort,enormous comfortable bed,0.5356
Location,tube station yards,0.3157
Price,charge pounds,-0.1643
Comfort,booked triple room,0.2521
Location,tube stations walk,0.4755
Location,mainline tube stations,0.4363
Location,location convenient block,-0.4746
Location,waterloo tube station,0.4049
Service,reception staff unhelpful,0.0032
Service,time reception staff,0.4257
Service,front desk expect,0.4035
Location,holborn tube station,0.2893
Location,holborn tube,0.2868
Location,minute tube station,0.6613
Location,walk covent,0.4217
Location,walk covent garden,0.4329
Location,walk holborn station,0.2168
Location,walk holborn,0.2159
Comfort,noise room faced,0.0472
Service,reception staff indifferent,0.0311
Service,staff indifferent,-0.1890
Service,approached front desk,0.0852
Comfort,fold bed,-0.1147
Comfort,room fold bed,0.1893
Service,staff indifferent rude,-0.1847
Comfort,floor room balcony,0.4254
Location,barbican station,0.1955
Location,barbican tube station,0.1234
Location,barbican tube,0.2550
Comfort,air vent room,0.6195
Comfort,room warm heating,0.3459
Location,tube station used,0.2009
Location,location convenient short,0.3533
Comfort,smoking room air,-0.1202
Price,cost pounds,0.1800
Location,embankment underground station,0.3309
Service,staff reception ok,0.0182
Service,perfect service front,0.9546
Comfort,room star,0.0976
Comfort,bed pull bed,0.5305
Service,reception staff greeted,0.7397
Comfort,cold noisy room,-0.3819
Location,cross tube stations,0.2819
Location,tube stations min,0.5015
Location,local tube station,0.2434
Service,ready reception staff,0.4585
Location,around victoria station,0.3271
Location,location fairly,0.3485
Service,staff adequate,0.3468
Service,boy front desk,-0.4849
Service,frustration front desk,-0.0536
Service,service staff ok,0.5077
Service,reception staff whilst,0.1568
Service,note reception staff,0.4619
Service,bypass front desk,0.4995
Service,reception desk graciously,0.6080
Comfort,air quality room,0.0456
Comfort,bed rooms bathroom,0.0250
Comfort,toilet separate room,0.1703
Comfort,noise room first,-0.4028
Service,staff helpful rude,0.2760
Location,tube station charing,0.6178
Service,service disappointing staff,-0.6252
Location,location good easy,0.8148
Price,value price plan,0.6030
Service,reception staff foreign,0.5360
Service,reception staff clearly,0.4723
Service,staff helpful going,0.2603
Service,staffed reception desk,0.8085
Comfort,room like sauna,0.2359
Location,station exit,0.3420
Comfort,room hardly room,-0.0725
Price,hotel price charge,-0.0775
Comfort,good room air,0.6912
Comfort,room stained room,0.3214
Location,great location literally,0.7493
Location,station exit tube,0.7331
Location,exit tube station,0.1713
Location,walk tube would,0.5284
Comfort,nice breakfast room,0.5737
Price,price exceptional value,0.6180
Location,location perfect tube,0.6149
Location,perfect tube station,0.6557
Location,tube station night,0.1452
Location,london area,0.4454
Comfort,rooms hallways room,0.1050
Comfort,pillows mattress,0.5100
Location,east tube station,0.3294
Location,area blue,0.4561
Location,tube station aldgate,0.1812
Location,station aldgate east,0.1247
Location,station aldgate,0.1982
Location,east tube,0.2398
Location,aldgate east tube,0.2333
Location,tube station booked,0.5527
Comfort,double bed single,0.2659
Service,reception staff well,0.7681
Location,aldgate east station,0.4063
Location,east station,0.4063
Service,asked reception desk,-0.1003
Service,reception desk way,0.1335
Price,cost would,0.4167
Location,tube closes,-0.1129
Location,walk aldgate,0.1867
Comfort,room plenty space,0.3288
Comfort,room beds staying,0.6409
Service,staff lobby helpful,0.3662
Location,green station,0.2162
Service,staff helpful either,-0.3059
Location,areas short walk,0.8030
Service,several reception staff,-0.2546
Comfort,room rear,0.2620
Location,tube station takes,0.5823
Location,second walk tube,0.7077
Location,tube station plenty,0.4573
Location,bethnal green tube,0.0512
Comfort,room heating,0.0563
Location,distance london,0.4480
Location,distance london eye,0.5130
Location,tube station houses,0.6198
Location,walk big ben,0.2071
Location,walk big,0.2071
Service,staff service second,0.7155
Service,service standards service,0.3660
Comfort,room suite floor,0.4439
Location,tube pimlico,0.4723
Location,area couple,0.4207
Comfort,room sleep room,0.6317
Comfort,sleep room ready,0.6072
Location,walk pimlico station,0.4971
Location,minute walk pimlico,0.3110
Location,walk pimlico,0.2739
Location,walk houses,0.6101
Location,walk houses parliament,0.6101
Location,westminster tube station,0.4263
Location,walk westminster,0.2984
Location,westminster tube,0.2861
Location,walk thames,0.4507
Location,tube minutes walk,0.6096
Location,westminster tube stations,0.6222
Comfort,rooms clean bright,0.8292
Service,stylish staff helpful,0.8031
Price,breakfast good value,0.6301
Comfort,paid club room,0.2792
Comfort,etc room,0.3944
Location,minute walk nearest,0.4364
Service,member staff came,0.5068
Location,station took,0.1609
Location,handy location,0.5372
Price,deal breakfast,0.4352
Location,location pimlico tube,0.8380
Service,original front desk,0.2367
Location,location nearest tube,0.2707
Location,location walk tube,0.7391
Location,walk london,0.3758
Location,walk pimlico tube,0.2572
Location,walk along thames,0.5813
Location,tube station located,0.4117
Location,distance westminster,0.3422
Location,area relax,0.8512
Location,lovely location,0.8103
Location,tube would,0.4187
Location,westminster area,0.3486
Location,westminster station,0.2295
Service,reception restaurant staff,0.7367
Price,special deal price,0.8521
Comfort,rooms excellent room,0.8793
Price,cost worth every,0.4372
Location,tube station major,0.4326
Location,area easy,0.6844
Service,hotel excellent staff,0.8336
Location,station good location,0.5644
Location,distance houses,0.3126
Comfort,room fair size,0.4940
Location,tube mins,0.4980
Location,tube mins walk,0.6352
Service,available reception,0.4518
Comfort,city club rooms,0.3891
Comfort,room compact,0.4460
Comfort,room special,0.4194
Comfort,design rooms,0.4006
Comfort,stone cold,-0.1782
Comfort,sleep noisy,0.2187
Comfort,bed comfortable bedding,0.6490
Comfort,room room looks,0.3717
Location,tube nearest station,0.7154
Location,nearest station,0.2621
Location,walk westminster station,0.6884
Service,room service reception,0.2086
Location,distance immediate area,0.6054
Service,house staff,0.4696
Location,tube station city,0.4858
Comfort,city club room,0.3118
Location,tube station tate,0.6929
Location,room tube station,0.0610
Comfort,room room fab,0.7088
Location,taxi tube station,0.7856
Location,tube station nearest,0.3339
Location,main tube,0.4117
Comfort,noise noisy guests,0.2681
Comfort,traffic noise noisy,0.2025
Comfort,noise noisy,-0.2128
Service,reception staff said,-0.1439
Service,service perfect staff,0.8557
Location,walk tube minutes,0.4681
Comfort,shower rooms,0.3409
Location,pauls tube station,0.2358
Service,arrival reception desk,0.6101
Service,service standards,0.2973
Service,service faultless,0.7448
Comfort,dressing room,0.4691
Location,bond st tube,0.2629
Location,bond street tube,0.3970
Service,staff service oriented,0.4648
Comfort,room art,0.4168
Service,staff knows,0.5102
Service,rang reception,-0.0181
Service,service absolutely,0.6378
Price,plus service charge,0.7756
Comfort,big comfortable bed,0.7810
Service,exception reception staff,0.7990
Service,staff staff could,0.4440
Comfort,room lovely room,0.7955
Price,hotel worth prices,0.3457
Comfort,rooms rather,0.2277
Comfort,room superior king,0.6608
Service,front desk less,0.0435
Service,staff check room,0.5835
Comfort,separate dressing room,0.6406
Comfort,rooms change rooms,0.8548
Comfort,room small cold,-0.3796
Location,gate tube stations,0.4643
Location,tube stations otherwise,0.4404
Service,main front desk,0.2884
Location,location embankment tube,0.8142
Location,monument tube station,0.6220
Location,monument tube,0.4525
Service,staff nice check,0.4227
Location,walk tower bridge,0.2300
Location,area completely,-0.0715
Location,bank station,0.4432
Location,bank tube,0.3416
Location,street station tube,0.3604
Location,walk bank tube,0.2356
Location,touristy areas,0.3260
Location,comfortable convenient location,0.7369
Location,street location,0.3919
Comfort,previous room,0.0822
Comfort,sleep possible room,0.3547
Location,monument station,0.1941
Comfort,time room much,0.4266
Service,hotel check desks,0.6074
Location,walk bank,0.3119
Location,bank tube station,0.5342
Comfort,european hotel room,0.1653
Location,distance liverpool,0.3317
Service,process reception staff,0.1142
Service,reception desk helpful,0.5517
Service,staff duty helpful,0.5761
Service,staff help,0.4780
Location,station quiet area,0.3938
Location,tube station bank,0.2837
Service,self service check,0.6346
Service,reception desk rude,-0.3039
Location,area city,0.3943
Location,paul tube station,0.5363
Location,paul tube,0.0985
Location,location easy convenient,0.5983
Location,thameslink station,0.2473
Comfort,room club room,0.4382
Service,check check quick,0.8767
Service,front desk type,0.1128
Location,area quiet weekends,0.3126
Service,staff helpful always,0.6783
Location,nice lounge area,0.6120
Location,location st,0.6059
Location,st pauls tube,0.4592
Location,tube stations minute,0.0444
Location,pauls tube,0.5043
Comfort,bed shower room,0.7299
Location,number tube stations,0.2385
Comfort,room taken,0.0460
Comfort,room original room,0.2191
Location,distance kensington,0.2698
Service,reception staff etc,0.2000
Price,price apartment,0.3055
Service,good service reception,0.5031
Location,station shops,0.4427
Location,distance museums,0.5276
Comfort,separate bed room,0.8302
Location,south kensington area,0.4151
Location,walk different tube,0.6968
Location,tube station busy,0.4670
Location,way tube station,0.5346
Comfort,room annex,0.1321
Location,station tube right,0.5616
Comfort,room fresh air,0.2040
Location,area seating area,0.1069
Location,station gatwick,0.2587
Comfort,enough room beds,0.3784
Comfort,room rate room,0.4865
Location,walk palace,0.4845
Service,service staff returned,0.6390
Comfort,room triple,0.1307
Comfort,room triple room,0.2602
Service,check first,0.1036
Location,victoria station close,0.3365
Location,location bus tube,0.6653
Location,hotel victoria station,0.1666
Location,walk victoria coach,0.2481
Location,station trains,0.2381
Location,victoria station minute,0.0467
Comfort,cool air room,0.2906
Location,station exit station,0.6350
Comfort,room comfort inn,0.7693
Comfort,room comfort,0.7089
Location,stay victoria area,0.1493
Location,tube station hence,0.0828
Service,front desk manned,0.6347
Service,staff obliging,0.2027
Location,victoria station within,0.5149
Comfort,room room actually,0.3680
Location,victoria station station,0.8291
Location,station bit,0.2760
Comfort,rooms informed rooms,0.2167
Service,free staff reception,0.2823
Comfort,sleep window,0.0981
Location,convenient location affordable,0.5892
Location,decor convenient location,0.6870
Location,location convenient victoria,0.4676
Location,convenient victoria station,0.2707
Location,convenient victoria,0.2582
Comfort,noise trains,-0.0321
Location,area take walk,0.3417
Location,victoria station convenient,0.2925
